Address,Name Tag,Balance,Percentage,Txn Count
"0xc97b6e3e4301617f617b23120f31303e8ccee606","","50,000.01556724 ETH","0.04153328%","5"
"0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b","","50,000.012559 ETH","0.04153327%","4"
"0xe780a56306ba1e6bb331952c22539b858af9f77d","","50,000.00001563 ETH","0.04153326%","5"
"0x6b378be3c9642ccf25b1a27facb8ace24ac34a12","Deribit 5","49,999.99958 ETH","0.04153326%","12"
"0xa18eb0ed2543be132ef5aa3c8a87a0f5b2e30fca","","49,996.54870979 ETH","0.04153040%","7"
"0xa56d5dc24797e7e7fe0981fa49302ec673992ef8","","49,762.31821659 ETH","0.04133583%","20"
"0x1e747fb111ba949af397b15cbceb424d3f19d8a6","","49,371.02111049 ETH","0.04101079%","4"
"0x7442041898dc3f8ed76fa4e00a762064c87991c8","","48,746.20442194 ETH","0.04049178%","6"
"0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec","Bitfinex: Hot Wallet","47,900.04007201 ETH","0.03978890%","337,432"
"0x6e29f75b0350fd0e85ee34a21ef94767b0186996","Stake.com 3","45,749.00690775 ETH","0.03800211%","25"
"0xf9a345948c9f31b225686ab8911140b0e2bcdca8","","45,558.05891678 ETH","0.03784350%","27"
"0xec5feafe210c12bfc9a5d05925a123f1e73fbef8","","45,376.10240836 ETH","0.03769235%","65"
"0x6130611f7a65deb930bd0c0825af88078fcced43","Bitstamp 21","45,016 ETH","0.03739323%","2"
"0x7713974908be4bed47172370115e8b1219f4a5f0","","44,976.5460997 ETH","0.03736046%","66"
"0x70773129aca50d298631283e137473ab8ffc0177","","44,800.7606333 ETH","0.03721444%","2"
"0x7f3a1e45f67e92c880e573b43379d71ee089db54","","44,499.5756803 ETH","0.03696425%","256"
"0x97e813b9a81d097e60a5e6311bc9a475199b67ae","","44,250.49298472 ETH","0.03675735%","274"
"0x42697cc8cb495aebd453d016950344867d51f27e","","44,199.90117489 ETH","0.03671532%","3"
"0x1ac33f385a4e9fe2d809a81c5c10473f81ee0ed3","","43,786.31010243 ETH","0.03637177%","14"
"0x40638e9fe6005d9c1f8b7a7b4dec086707fdc84d","","43,705.47350372 ETH","0.03630462%","581"
"0x0c501d43206b97fa4300f1b0962742b4f938f70e","","43,499.2907736 ETH","0.03613335%","2,015"
"0x3d9256ad37128e9f47b34a82e06e981719477c18","","43,062.58286104 ETH","0.03577059%","3,716"
"0x49be8a0773824e2917f4baccebbdf298e7cf27bd","","42,918.1814894 ETH","0.03565064%","16"
"0x9168765ee952de7c6f8fc6fad5ec209b960b7622","Manta Pacific:  Escrow for ETH","42,861.98669398 ETH","0.03560396%","30,179"
"0x90f9dff16f9efafeeb8b130dc5d3562ac5e76a96","","42,837.21096466 ETH","0.03558338%","4"
"0x093c06ab7ffe19bd3efc8a55548bdf4285505577","","41,435.75571734 ETH","0.03441924%","4"
"0x5696ae5ad2c22a4afc03bbae5bf18ca9278ae5c5","","41,234.43395 ETH","0.03425201%","7"
"0x4b068fe2cee007a48db70b28047470ded49d6aba","","41,040.33589786 ETH","0.03409078%","2,070"
"0x3b9de915fce667b90f919075c4d10067b15192a9","","41,031.26475008 ETH","0.03408325%","7"
"0xddbd2b932c763ba5b1b7ae3b362eac3e8d40121a","","40,891.62685493 ETH","0.03396725%","44"
"0xf367ae3ec7941e5145eebe0a820da59a7df82012","","40,791.24475103 ETH","0.03388387%","11"
"0x8729dc4831577d8a30e28e264d974745d9a92335","","40,759.4616742 ETH","0.03385747%","6"
"0xd641651ed7e19a04ce536610d75b3dcaf427ad73","","40,756.60607285 ETH","0.03385510%","168"
"0xd69b0089d9ca950640f5dc9931a41a5965f00303","Gemini 7","40,647.48358371 ETH","0.03376445%","195"
"0x37e3bc492735d3d84f2b126cffaf4f0a95bff049","","40,635.65324137 ETH","0.03375463%","30"
"0xabdc9f1bcf4d19ee96591030e772c334302f7d83","","40,110 ETH","0.03331798%","3"
"0x65f6db242a5eb6037ecbccb9fdcd9666fba8d1cc","","40,097.71037473 ETH","0.03330778%","10"
"0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15","","40,069.84235279 ETH","0.03328463%","58"
"0x2dca0e449ab646dbdfd393a96662960bcab5ae1e","","40,000.0033 ETH","0.03322661%","4"
"0x062448f804191128d71fc72e10a1d13bd7308e7e","Deribit 3","39,999.97811715 ETH","0.03322659%","39"
"0xba9b0c7552e36900b434d4b593d0a4295cec36d0","","39,998.98780663 ETH","0.03322577%","6"
"0x3bdc69c4e5e13e52a65f5583c23efb9636b469d6","Rocket Pool: Vault","39,801.72295572 ETH","0.03306191%","7"
"0xd72fcafc43706d5854d034bf25cb96a07465c435","","39,711.91944 ETH","0.03298731%","6"
"0x790137e76f83acb16c100bddd2fa2cd2ba8a540f","","38,742.24252337 ETH","0.03218184%","2"
"0xf4e6deea1b4da85c2d68db8d771d37ec1148b853","","38,733.000505 ETH","0.03217416%","4"
"0x3530210047414414622f66d8e76dc65efa4714c9","","38,580.40351427 ETH","0.03204740%","6"
"0x210b3cb99fa1de0a64085fa80e18c22fe4722a1b","","38,462.89580531 ETH","0.03194979%","35"
"0x397510f7c4909eb2c30959f1470ffad7eb3869dd","","38,070.85537306 ETH","0.03162414%","88"
"0x4399f61795d3e50096e236a6d31ab24470c99fd5","","37,999.9305 ETH","0.03156522%","924"
"0x06a0048079ec6571cd1b537418869cde6191d42d","Binance 29","37,913.56194792 ETH","0.03149348%","7"
"0x78d070de6735ef2f21d0a6532a9ae254cae0aecf","","37,799.99515019 ETH","0.03139914%","28"
"0x04786aada9deea2150deab7b3b8911c309f5ed90","Gatecoin Hacker 4","37,257.53286551 ETH","0.03094854%","61"
"0x889edc2edab5f40e902b864ad4d7ade8e412f9b1","Lido: Withdrawal Queue","37,012.54852258 ETH","0.03074504%","92,778"
"0x1b1877fba975fa4cbb14bb28f2b51c21cfc6f477","","36,982.79148534 ETH","0.03072032%","2"
"0x5a85aafa7fbca99ea32df27c33b14831feeb20f9","","36,892.59184675 ETH","0.03064540%","15"
"0xefd04d371f346c04cec89568da832d45c5f1f3c6","","36,728.17944587 ETH","0.03050882%","3"
"0x0111c0ae7b04a773b6f73d7fe65006713678f0c7","","36,500.00096986 ETH","0.03031928%","56"
"0x9f2a6fa34ad8f0e8acdc77c24573b0324de97166","","36,276.55986684 ETH","0.03013368%","15"
"0x618c8f4771bb2fea91cc936a37d804863c6027d0","","35,538.88916412 ETH","0.02952092%","2"
"0xc79104b157573a322338776f56946825b06bdae3","","35,472.76757239 ETH","0.02946600%","2"
"0x0aa688e6fe70ed7af4b18ebad588d5d7a553c958","","34,938.61709242 ETH","0.02902230%","2"
"0x0b73f67a49273fc4b9a65dbd25d7d0918e734e63","Bitfinex 12","34,740.37540505 ETH","0.02885762%","2"
"0x6262998ced04146fa42253a5c0af90ca02dfd2a3","Crypto.com","34,576.73368331 ETH","0.02872169%","1,183,132"
"0x0cd2e58d93160773e98dba2d10f0e1f8bdd65959","","34,386.98045498 ETH","0.02856407%","4"
"0x08621b0c521f58075c067de155bd6862ae68e482","","34,124.60927874 ETH","0.02834613%","6"
"0xa3307fa292b7dd2c91218d5688556ff7eb1e5f88","","33,846.7060599 ETH","0.02811528%","152"
"0x3262f13a39efaca789ae58390441c9ed76bc658a","","33,606.64770971 ETH","0.02791588%","57"
"0x184744fb0ae65515732b76b6480d01975009af1a","","33,600.654 ETH","0.02791090%","2"
"0x403a7a62c5b5f3a4cc3d6ef1fb5d283a8d2427e1","","33,596.18592102 ETH","0.02790719%","2"
"0xb8c9d963559059ddda0df55c3b97b0dffd86b451","","33,500 ETH","0.02782729%","12"
"0xdca6ab9508d28c0eb7b120b8252041edcb56753f","","33,420 ETH","0.02776083%","17"
"0x64192819ac13ef72bf6b5ae239ac672b43a9af08","Axie Infinity: Ronin Bridge V2","33,399.04445128 ETH","0.02774343%","156,384"
"0x5f397b62502e255f68382791947d54c4b2d37f09","Deribit 8","33,072.48524778 ETH","0.02747217%","1,764"
"0x85ad8bdf4a7b81cb647b90250b5b2f83cf23efe4","","33,006.33673986 ETH","0.02741722%","13"
"0xf197c6f2ac14d25ee2789a73e4847732c7f16bc9","Bitpanda 4","32,953.62260784 ETH","0.02737343%","1,842"
"0x14407276f054004a4c5807c779416fd3106503af","","32,825.63904995 ETH","0.02726712%","2"
