Address,Name Tag,Balance,Percentage,Txn Count
"0xe4f4866437513e7e023fb3933ba43045312b7459","","60,078.6162451 ETH","0.04990522%","12"
"0x52e86988bd07447c596e9b0c7765f8500113104c","Mixin Network Exploiter 1","59,807.7106417 ETH","0.04968019%","10,116"
"0x1342a001544b8b7ae4a5d374e33114c66d78bd5f","Gatecoin Hacker 2","59,491.41000034 ETH","0.04941745%","41"
"0xd4914762f9bd566bd0882b71af5439c0476d2ff6","Gatecoin Hacker 1","59,480.51000034 ETH","0.04940839%","44"
"0x5bcd25b6e044b97dfc941b9ec4b617ec10e1abcd","","59,330.37995433 ETH","0.04928369%","171"
"0xa43d2e05ed00c040c8422a88cb8ede921a539f92","","59,013.14018545 ETH","0.04902017%","793"
"0x998a7fd73446cd6532bf3058a270581730b27137","","58,938.03696568 ETH","0.04895778%","9"
"0x5126ec2d8834b63a962fc471e2a6b12641454fe8","","58,780.29700981 ETH","0.04882675%","29"
"0x904cc2b2694ffa78f04708d6f7de205108213126","Deribit","58,000.00000033 ETH","0.04817859%","10"
"0x693be1ea307e3b3826d34e96336399969898dee8","","57,812.78317867 ETH","0.04802307%","6"
"0xee471215e428c08ba69751627e5f6761bba7ae18","","57,729.45140722 ETH","0.04795385%","25"
"0x8c3389616404fda275cfdba0c7b0b3d1fee9ebdc","","57,624.53523682 ETH","0.04786670%","6"
"0x7ac0d327c18dc46f603e127b89db0a5b749dc069","","57,480.98318009 ETH","0.04774746%","23"
"0x26648eb66f11fe2e9d7b874981e8eefe6567b9df","","57,480.98318009 ETH","0.04774746%","116"
"0x51cab40a6895d2a5c092f3766b3b9830884b0adf","","57,001.39900033 ETH","0.04734908%","4"
"0x1e547eb395ac9c3ec41704ba85777dbcdd359de5","","56,743.53962345 ETH","0.04713489%","79"
"0xb10edd6fa6067dba8d4326f1c8f0d1c791594f13","Bitpanda 5","56,111.79948822 ETH","0.04661012%","6,680"
"0x434587332cc35d33db75b93f4f27cc496c67a4db","","56,061.23698288 ETH","0.04656812%","125"
"0x17e5545b11b468072283cee1f066a059fb0dbf24","","55,739.02312695 ETH","0.04630047%","38,565"
"0x2842eb68fcd748e92acb44d82a9e315fc7dc650d","","55,592.23618538 ETH","0.04617854%","4"
"0xa90aa5a93fa074de79306e44596109dc53e01410","","55,487.4282665 ETH","0.04609148%","117"
"0x05576087d1ad92873da0a3b76e7105195935b0f5","","55,230.01533923 ETH","0.04587766%","5"
"0x46f80018211d5cbbc988e853a8683501fca4ee9b","BtcTurk: Cold 1","55,053.59193414 ETH","0.04573111%","43,460"
"0x7c2a289c0523e748c286a37570d2efc16d2c934e","","55,000.55305933 ETH","0.04568705%","7"
"0xe3f53355cdbeaf2afafc4fc22be0a5c02570061a","","53,242.56375134 ETH","0.04422675%","4"
"0xe3ecd65cf2ad2eba2aa2be1d0894753b2172abd1","","53,096.23630353 ETH","0.04410520%","507"
"0x7df24e36497dc9f6edea0a024a595a930049ee47","","53,059.89745552 ETH","0.04407501%","19"
