Address,Name Tag,Balance,Percentage,Txn Count
"0x253f1e742a2cec86b0d7b306e5eacb6ccb2f8554","","20,040.00026863 ETH","0.01664653%","4"
"0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c","Gate.io 3","20,027.26868772 ETH","0.01663596%","38,141"
"0xd64a2d50f8858537188a24e0f50df1681ab07ed7","","20,002.03317747 ETH","0.01661499%","29"
"0x3c8fdb4b682a6149f5c90821d9ce94940d567a7f","","20,001.03192067 ETH","0.01661416%","36"
"0x41d02938752a066fe5b69fb3f4f3efbc33aa223c","","20,000.95684911 ETH","0.01661410%","2"
"0xf770ef2e23bae5de5f7dd0cfe56fe68c8c3cfa48","","20,000.95621541 ETH","0.01661410%","5"
"0xddd5c28028db9b0474c87649f3b265f7a0af3651","","20,000.93057855 ETH","0.01661408%","3"
"0x24cc59bc6d1e5145b073a5e5aac1486d1548a7fb","","20,000.70849129 ETH","0.01661389%","4"
"0x6a7b2e0d88867ff15d207c222bebf94fa6ce8397","","20,000.402518 ETH","0.01661364%","25"
"0x3b7f0c36d59a8c9c5e4ef2210d18651b17f82d86","","20,000.3732875 ETH","0.01661362%","15"
"0x14fd2489f8dce14e9a14a60b23c1cb54527c2c1b","","20,000.1672819 ETH","0.01661344%","3"
"0x2449bfe8754b79add948bb3814aceff176b6e559","","20,000.08275527 ETH","0.01661337%","27"
"0x2fad8ed34e368a5975d93a86f7c5390edd87e0a4","","20,000.02512007 ETH","0.01661333%","3"
"0x5608c231745fe46b9f73058cde0d86ac0ff0df38","","20,000.001278 ETH","0.01661331%","3"
"0x5ce2e7ceaaa18af0f8aafa7fbad74cc89e3cd436","","20,000.001 ETH","0.01661331%","3"
"0x0a636a76405627698880b96dc9e96b0c12aa90b9","","20,000.00013075 ETH","0.01661331%","4"
"0xe652a5404f5867ba5d9ece2b95f48b3a267f6d69","","20,000.00002171 ETH","0.01661331%","3"
"0xda0f9efb79cca7321adf4bc56fbda57232ded986","","20,000.0000144 ETH","0.01661331%","2"
"0xa3932a31d6ff75fb3b1271ace7caa7d5e1ff1051","","20,000.00001245 ETH","0.01661331%","3"
"0x93a107b4bee1c3679d42ff97d03582d2ead43fd0","","20,000.000009 ETH","0.01661331%","2"
"0x8660f250d912c528285747da47518a94e56899a6","","20,000.0000089 ETH","0.01661331%","2"
"0x84678bbe94eeec41e312cc9e557217926c6b2f6d","","20,000.0000088 ETH","0.01661331%","2"
"0x8f5e73014d00bee5f88505db1950830373911d3a","","20,000.0000077 ETH","0.01661331%","2"
"0x0dc0dd9978de3ed2a9ccd64e1a5f051050d9a55c","","20,000.00000647 ETH","0.01661331%","2"
"0x58eaa8177d4309a8bb83205e49a8468cfa799d7e","","20,000.00000001 ETH","0.01661331%","0"
"0xb1cd4bdfd104489a026ec99d597307a04279f173","","20,000 ETH","0.01661331%","2"
"0xd942de4784f7a48716c0fd4b9d54a6e54c5f2f3e","","20,000 ETH","0.01661331%","2"
"0x12afbcba1427a6a39e7ba4849f7ab1c4358ac31b","","20,000 ETH","0.01661331%","2"
"0x02b6d65cb00b7b36e1fb5ed3632c4cb20a894130","","20,000 ETH","0.01661331%","2"
"0x083937d7b7e7620c63356fdf07bf50dcd8c61551","","20,000 ETH","0.01661331%","2"
"0x73e47ed13c96bbfa3301565226f7650c171c65ae","","20,000 ETH","0.01661331%","2"
"0x809817ed1b3d124067c43c79695c816285897673","","20,000 ETH","0.01661331%","1"
"0x27ca5d05bb99a31c1cb793c8679f605ea58c1dd3","","20,000 ETH","0.01661331%","2"
"0x3ed847c6657a30cdb2d75d64963653bb955549df","","20,000 ETH","0.01661331%","1"
"0x1514f411b9c7fcc763af4d97182b26e2df162552","","20,000 ETH","0.01661331%","1"
"0x9f04ebdecb2db3b063966dd268f9d28fdf02c6d6","","20,000 ETH","0.01661331%","1"
"0xe551729730118c7114e9465f3743a73c417090a4","","20,000 ETH","0.01661331%","1"
"0x329b872573ba71bef919ae216de07158a872629d","","20,000 ETH","0.01661331%","1"
"0x91056475a96c5bf3ede4bba4d4b856c4210b70cd","","20,000 ETH","0.01661331%","1"
"0x53a6513a945c263fb7868e62959d55543a9f8b5e","","20,000 ETH","0.01661331%","2"
"0xa6b6f509b205a199962585f094d53bd89be619fc","","20,000 ETH","0.01661331%","2"
"0x4fdb97ed75b9e7e30601e62f7be0694f31eac8dc","","19,999.99958 ETH","0.01661331%","2"
"0x9a421241c98bbb8ae013e4a5f85e5067e3874d16","","19,999.99958 ETH","0.01661331%","1"
"0x99fb6ce36c483d1538db14c58bbb1f967ae17bc7","","19,999.99750214 ETH","0.01661330%","3"
"0x84a81673851c6c024b825fe58afbb8a5ba0d927d","","19,999.997496 ETH","0.01661330%","3"
"0x6c831c124f02ab3df986c640fb36cb70ebec0232","","19,999.9917785 ETH","0.01661330%","2"
"0x94c055e858357aaa30cf2041fa9059ce164a1f91","","19,999 ETH","0.01661247%","3"
"0xbd9ed5848af944ad0e7796101e50287ee3260426","","19,973.30423736 ETH","0.01659113%","3"
"0x782699c2eee62027e118c804537315d5d105c3aa","","19,891.97840177 ETH","0.01652358%","3"
"0x354e1b45f31865132ca1c954c5b2ec9aa87c7fa8","","19,786.71542467 ETH","0.01643614%","270"
"0xcbad44d01ae887bd0295aebf4bb0c28abfc14a17","","19,785.20307979 ETH","0.01643488%","7"
"0xfb90d21c9c40153a87058a98bc124529a0500537","","19,764.3337 ETH","0.01641755%","2"
"0xe25a329d385f77df5d4ed56265babe2b99a5436e","Paxos: Treasury","19,745.48256006 ETH","0.01640189%","59,614"
"0xc6ee35934229693529dc41d9bb71a2496658b88e","","19,700 ETH","0.01636411%","4"
"0x8f509a90c2e47779ca408fe00d7a72e359229ada","","19,681.09627371 ETH","0.01634840%","96"
"0xfc6772aa0821b06559ccd746deed5d0f95afc13d","","19,587.20030008 ETH","0.01627041%","37"
"0xd616e186c4db1b46a47b5cbf368c331dd2fb709e","Grayscale: Ethereum Mini Trust 8","19,488.4311476 ETH","0.01618836%","11"
"0xe47e60f6b8b13c079e3c27e1f855a79e16ca8d54","","19,310.05745629 ETH","0.01604019%","17"
"0x52ae4e96dffeeac6865d1329fbbef69ff3e14ddb","","19,305.43094871 ETH","0.01603635%","3"
