Address,Name Tag,Balance,Percentage,Txn Count
"0x69073269729e6414b26ec8dc0fd935c73b579f1e","","30,000 ETH","0.02491996%","2"
"0xa0f6121319a34f24653fb82addc8dd268af5b9e1","Deribit 2","30,000 ETH","0.02491996%","16"
"0xa7e15ef7c01b58ebe5ef74aa73625ae4b11fe754","Deribit 4","30,000 ETH","0.02491996%","8"
"0x92694498ac23728b1faf8d8ae083510bdff515ff","","29,999.99487721 ETH","0.02491995%","3"
"0x11f52057c6969b4df9978948caa560a635a7fd3d","","29,980.77271433 ETH","0.02490399%","6"
"0x59708733fbbf64378d9293ec56b977c011a08fd2","","29,894.83156018 ETH","0.02483260%","24"
"0xf8047b8b16876435214b7b8ec6836a707b56a469","","29,835.35834209 ETH","0.02478320%","3"
"0xa2f6abe26fe0e1c1f2684ab002ed02a59ffbf85a","","29,817.59405002 ETH","0.02476844%","67"
"0x5d8f71af4f6afd7f89c2bb9db7d7f95f5ae127fd","","29,550.84892284 ETH","0.02454686%","2"
"0x115ec8ea0ccd7e3e6f5369deff377ea0b3e339e2","","29,355.18231049 ETH","0.02438433%","10"
"0x770b376dca76cb1e190f9539010bce8d96c26bc6","","29,162.64107615 ETH","0.02422439%","2"
"0xa3f480eb9e0a0d91d20538464c89a7d3d4951b63","","29,000.25743287 ETH","0.02408951%","116"
"0xb203e1170a30e68dc5b20aac08aa42619842c79e","","28,715.68643581 ETH","0.02385312%","192"
"0x05d5dd85827200b98fb24f585e395bcf9e2d8de0","","28,582.76004099 ETH","0.02374271%","4"
"0x379825f8da776b573a63404a5c499c8a379a131f","Bitstamp 15","28,524 ETH","0.02369390%","6"
"0x2efb50e952580f4ff32d8d2122853432bbf2e204","Robinhood 2","28,214.19321981 ETH","0.02343655%","9,680"
"0x24c030caf0aab4e8aea86ab913a59fa909a659d5","","28,065.48577559 ETH","0.02331302%","2"
"0x9e7972d68b9ec0980ffaca75daf7ad3ea84d9137","","27,788.15316954 ETH","0.02308265%","2"
"0x46f34c24a7ba7a2ac6dd76c3f09b32d41c144d08","Galaxy Digital: 0x46f...d08","27,752.855992 ETH","0.02305333%","1,076"
"0x7ffbafdc1e4f0a4b97130b075fb4a25f807a1807","","27,635.58109627 ETH","0.02295592%","2,114"
"0xae5d3d7ad60939bc9f0a5588457b5e75fa458d2e","","27,586.48679702 ETH","0.02291514%","33"
"0x441d3663b321fd828350411641d7c9d57a183fcb","","27,536.63917999 ETH","0.02287373%","29"
"0xcfee6efec3471874022e205f4894733c42cbbf64","Deribit 7","27,489.99808511 ETH","0.02283499%","18"
"0xb17c443c89b0c18e53b6e25ae55297e122b30e5c","","27,450.25556456 ETH","0.02280197%","15"
"0xc8dd597fcf3c5d0b1c481201ddda275a860f4199","","27,302.13843624 ETH","0.02267894%","3"
"0x955a27306f1eb21757ccbd8daa2de82675aabc36","","27,275.95725818 ETH","0.02265719%","89"
"0xe7f13fa41185994ad813ae870a97833228ceeb01","","27,262.29889186 ETH","0.02264585%","3"
"0x57757e3d981446d585af0d9ae4d7df6d64647806","","27,018.2129183 ETH","0.02244309%","1,655"
"0xd04daa65144b97f147fbc9a9b45e741df0a28fd7","","27,000.99870382 ETH","0.02242879%","90"
"0x2ebb9a5111fc3e1ce4ec0b10a9f4ea47525c1ee1","","26,842.85820421 ETH","0.02229743%","2"
"0xa0e239b0abf4582366adaff486ee268c848c4409","","26,723.02353416 ETH","0.02219789%","58"
"0x682aa4ecb9c8ea51b22433189e979cad3f958711","","26,638.89690005 ETH","0.02212801%","33"
"0x517c46825fb35c273de66d71dcef0d7b63b1076b","","26,475.5966108 ETH","0.02199236%","919"
"0xb3e45b73401c0acae07751e5c062bf98639c7090","","26,338.4465181 ETH","0.02187843%","1"
"0x4ae51f92c4569ad0a7c0efd4084c331a1490415e","","26,253.38393204 ETH","0.02180777%","2"
"0xcffad3200574698b78f32232aa9d63eabd290703","Crypto.com 5","26,048.36043592 ETH","0.02163747%","1,137,481"
"0x95cddecd01856aa896426bd1ee021d87f3a5c199","","26,000.158836 ETH","0.02159743%","12"
"0x63b69ff1dd735dcc4556257e63604a7087aef640","","25,885.455 ETH","0.02150215%","5"
"0x7711be4c8ce719146667e21b4829fb839f5cc28e","","25,878.65743357 ETH","0.02149650%","2"
"0x06f6bbe65d594e046971a1a0337c838e454bef33","","25,869.26935469 ETH","0.02148870%","3"
"0xebec795c9c8bbd61ffc14a6662944748f299cacf","Fee Recipient: 0xeBe...Acf","25,745.22754813 ETH","0.02138567%","193,572"
"0xf89d7b9c864f589bbf53a82105107622b35eaa40","Bybit: Hot Wallet","25,651.29365525 ETH","0.02130764%","5,789,489"
"0xad10a0ec7a7fdd54b9d13fa8e2ee1d5f4e94627a","VanEck: ETHV Ethereum ETF","25,629.23580336 ETH","0.02128932%","26"
"0x738ca94db7ce8be1c3056cd6988eb376359f3353","","25,500 ETH","0.02118196%","3"
"0xc0bc8ffc7d1339ccf81e8f4db0ca0bc82f30bbf6","","25,352.55068796 ETH","0.02105948%","78"
"0xe9b45c2973ed20285ac66966eebd52d5e0fe7362","","25,324.65541869 ETH","0.02103631%","36"
"0x01e94b2bf66297c0fc3841f3edb6f49f080a801c","","25,297.75100604 ETH","0.02101396%","4"
"0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","Kraken 4","25,288.0664407 ETH","0.02100592%","4,518,348"
"0xa329e0274b764c45873346098ec9ddcec1546731","","25,201.79700712 ETH","0.02093426%","3"
"0xddbe36334fa75a371c22ecb4cef41d66061564b3","","25,173.46617744 ETH","0.02091072%","3"
"0xdfcc6d21f4494a81b605d67900bfb03290a00555","","25,136.52761981 ETH","0.02088004%","3"
"0x0017408209fd546fda8f5f5135ebfb346a7cfabf","","25,114.9998404 ETH","0.02086216%","3"
"0x17907a61ddea6dfb4f8c3f5dbcfac086303b8653","","25,075.36879997 ETH","0.02082924%","3"
"0x7c0c71d143c0ab9e1abc793b14d99b5cf8765e62","","25,071.87611934 ETH","0.02082634%","30"
"0xa23cbcdfafd09de2ce793d0a08f51865885be3f5","","25,005.00348912 ETH","0.02077079%","803"
"0x8c11bda622e6780ff36e5b4d887db5d186367df9","","25,000.00000544 ETH","0.02076663%","3"
"0x6f28ebf3170aa00bfdf7131a4635a04976c657ed","Bitwise: ETH Holding Address 5","25,000 ETH","0.02076663%","2"
"0xed9258097cc80e1e6ebf2c9b132eb135c81bb4ef","Bitwise: ETH Holding Address 2","25,000 ETH","0.02076663%","2"
"0x7716d9e70779ee3d2580dcca818521a85e59eec8","Bitwise: ETH Holding Address 4","25,000 ETH","0.02076663%","3"
"0x54a679e853281a440911f72eae0e24107e9413dc","","25,000 ETH","0.02076663%","10"
"0x072b8ec96f4bd51d85d2c9507cad23d930623348","","24,990.00000889 ETH","0.02075833%","4"
"0xb8040536958d5998ce4bec0cfc9c2204989848e9","","24,472.42001 ETH","0.02032839%","4"
"0xe4d63bdfb451227a49b6ddc047d680cc7e84b6cb","","24,458.5995789 ETH","0.02031691%","3"
"0x7a5e99e67d6a5e8995f93d90d34ccb4b58524585","","24,280.69030769 ETH","0.02016913%","2"
"0x4caab33b374048d87f8e7f383f88bd8f08b93440","","24,268.97508915 ETH","0.02015940%","3"
"0x15e34a8324164ef0890471f6f527451f7a22cf12","","24,099.99687707 ETH","0.02001903%","7"
"0x17a96a2103c69c8d283bd8b229938bf339d67364","","23,974.87499096 ETH","0.01991510%","2"
"0xf4e11b89519eccd988a56749f1c64ad9bfe0298f","Prime Trust: Legacy MultiSig 1","23,777.72736702 ETH","0.01975133%","252"
"0x0b691757950dc0781c0a56b7ce6741f04b04c977","","23,768.57148636 ETH","0.01974373%","2"
"0xa4ba59edffeb8bf4036907b3cd2bc4da8c90f5c5","","23,758.11348603 ETH","0.01973504%","2"
"0xbc9b1e338fadf78c6a5667d1efb11c75b627a5fd","","23,689.86734307 ETH","0.01967835%","15"
"0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3","","23,587.25468364 ETH","0.01959311%","126"
"0x649614d3f7a7d68b3cf3c00264a07eeae4326fdc","","23,073.401 ETH","0.01916627%","6"
"0xde8b1b1c6501c4aac85df0e64a198fb7bb65ea60","","23,000.03520728 ETH","0.01910533%","5"
"0xc7e9079f03a07d93e101cd4079b69283d9f47d29","Grayscale: Ethereum Mini Trust 18","22,840.53294055 ETH","0.01897284%","4"
"0xbe8fe56063aa85014ea674db171dcba015c3a4d4","","22,735.07818832 ETH","0.01888524%","4"
"0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511","Coinbase 5","22,651.45174507 ETH","0.01881577%","10,896,882"
